Id,SalePrice
1461,114091.18800286161
1462,140321.88642646003
1463,176302.84320969367
1464,197407.83127120155
1465,193715.5668304047
1466,166959.7917456844
1467,180381.12104422518
1468,163557.87878517687
1469,196450.69532419837
1470,119684.09246757338
1471,179149.77295702012
1472,99150.99563497228
1473,95734.03146754554
1474,150205.052538573
1475,118443.15861744578
1476,343504.9027010377
1477,248713.29789853422
1478,303286.56769684405
1479,306307.81372079917
1480,503027.9529220093
1481,337616.194976958
1482,230998.0116314515
1483,169658.57380000633
1484,176851.19399476072
1485,202959.43292939194
1486,191204.48879507085
1487,345402.089898286
1488,239394.05220824442
1489,186850.52235937817
1490,243835.31909721653
1491,188864.55534889377
1492,77284.71258496141
1493,219218.97811654487
1494,273749.0848330021
1495,277813.3858085673
1496,227927.9622488504
1497,167656.97864759184
1498,166314.3980737297
1499,156572.51648844764
1500,160816.47636904084
1501,178281.6172263004
1502,157179.6393647732
1503,271700.1735791178
1504,257522.50818000783
1505,229586.60310027073
1506,190401.4720971211
1507,234010.35720399566
1508,188264.18991902258
1509,155831.12677281853
1510,150189.97225285805
1511,153326.66833312792
1512,165304.2023075086
1513,149510.84153248864
1514,152116.7730724671
1515,200828.55628021152
1516,148125.67799924436
1517,167134.33996168483
1518,126750.38275954056
1519,213967.84569155288
1520,125792.7415706524
1521,124635.08835718075
1522,182516.93302247828
1523,110182.87479756823
1524,121229.43691159134
1525,123056.73379025499
1526,115249.55025856411
1527,105856.19766691007
1528,130191.22802311588
1529,150698.59632818232
1530,208355.16076967152
1531,130178.84330449857
1532,94706.32546405961
1533,144403.05427968982
1534,123147.57074047298
1535,141717.6747954818
1536,105220.81191537557
1537,78508.54582836118
1538,139832.29176313762
1539,197107.19367235494
1540,84177.32165793073
1541,146712.3136781206
1542,132517.3798795294
1543,171385.52533480636
1544,91991.32224739515
1545,127152.989443018
1546,147697.9905936482
1547,139660.94789571935
1548,144151.2603886136
1549,129945.19280994519
1550,139246.99875666466
1551,103265.13738017667
1552,146997.81753296647
1553,149515.09953758487
1554,113814.30390788788
1555,164733.57480572883
1556,95089.88159452344
1557,90322.07815141763
1558,98998.65750600673
1559,102581.11166606734
1560,137289.4884997457
1561,98150.64613479888
1562,136820.95353964574
1563,125655.12551743387
1564,150015.7375136694
1565,143880.66754568767
1566,238634.1190337006
1567,75602.89773048912
1568,220485.16511661897
1569,119830.81185598236
1570,142250.37360745342
1571,108618.17600040889
1572,135776.5962559528
1573,218905.64402667191
1574,110093.07872922148
1575,233974.04400616308
1576,257335.23957560636
1577,187817.66765263645
1578,143552.0842920103
1579,138822.719728265
1580,194702.01214030423
1581,170480.05176098106
1582,128751.79152690519
1583,295935.31455425406
1584,228002.17046636614
1585,139083.29161394696
1586,69428.29460348331
1587,117934.36150019155
1588,147683.86808112165
1589,105444.59087213482
1590,132051.10174084915
1591,88319.48733733161
1592,106085.99271717099
1593,129197.37275847781
1594,127966.64981917336
1595,117945.74493880765
1596,209016.89186683076
1597,199515.9245998997
1598,222619.78959407753
1599,174976.3961104337
1600,170708.6819085369
1601,75995.20347226354
1602,112897.18268384605
1603,83345.06922026508
1604,261261.81760042248
1605,248751.70187575076
1606,171461.84376715333
1607,170661.8638411284
1608,231879.95529863008
1609,178208.70421807902
1610,151715.9336320217
1611,134918.21976511145
1612,160626.84311909985
1613,167201.49222738642
1614,124645.49003035459
1615,93641.46437915027
1616,78973.79184539651
1617,92234.54245221436
1618,124366.41974635868
1619,140453.76250117787
1620,205433.12611841768
1621,130424.64706041364
1622,141304.97935344937
1623,276484.2205784768
1624,202427.00543692743
1625,117661.86989670836
1626,171125.81166911044
1627,190562.364681914
1628,286938.11106016743
1629,194575.77657554645
1630,327015.3646665953
1631,231071.04998817362
1632,241347.3106234803
1633,198036.57752575772
1634,197148.85229235445
1635,179441.64585954946
1636,152615.60807965795
1637,209520.99977947533
1638,180586.4547027414
1639,183722.3289432444
1640,243374.70958168778
1641,176938.51631228556
