Id,SalePrice
1461,113161.5970331756
1462,147033.1558926226
1463,176073.45946202718
1464,195606.78438585572
1465,199854.4527033552
1466,169917.98720620273
1467,188760.54391684194
1468,169761.97503677558
1469,184486.2432720736
1470,125253.99530762775
1471,179689.15993112902
1472,98735.38034207051
1473,95064.45478310299
1474,148489.9892602341
1475,117135.22256871086
1476,362614.3198585827
1477,262512.47087617585
1478,294598.64358526544
1479,281900.665437415
1480,503378.1401545365
1481,317214.4537098508
1482,226776.78576260502
1483,169224.0328264055
1484,165681.77863165588
1485,197856.12105907017
1486,194001.64413960438
1487,337594.60531017574
1488,253278.46011568495
1489,192937.65721024535
1490,239370.29097215354
1491,187618.62261978668
1492,90653.63778305396
1493,198361.80458167242
1494,294843.43397808395
1495,286028.0456176776
1496,230744.25256567154
1497,172101.96387224644
1498,159013.59550387724
1499,159457.6410115445
1500,155916.00702373782
1501,171642.40110214046
1502,156770.14515246468
1503,280666.19937571354
1504,257674.0774088196
1505,230137.88690537555
1506,190777.14378024102
1507,225644.06340402024
1508,184001.81784874405
1509,153901.43917073472
1510,154176.30443125396
1511,149117.6844692421
1512,177075.77475121178
1513,152624.4736865452
1514,150552.43901519454
1515,196251.47041633347
1516,145589.56466780792
1517,162345.37008822645
1518,127053.31211283324
1519,199861.07712149346
1520,131092.03238890797
1521,125750.85271473488
1522,189387.20186218806
1523,112405.78703895993
1524,126977.76930484432
1525,123634.63987166848
1526,112801.45032242502
1527,104098.85322369922
1528,140342.43355202564
1529,145035.5432195557
1530,211598.95746140994
1531,118676.29837586948
1532,91180.21714644464
1533,143523.7727626603
1534,113383.61771728801
1535,134115.98995434528
1536,104119.52472920349
1537,89331.30846066917
1538,156887.351337512
1539,203595.6849433337
1540,88533.25573713328
1541,134092.6501948669
1542,122500.69198668974
1543,179884.17672120797
1544,97744.90357730442
1545,134446.7840147689
1546,146410.08617091094
1547,140931.7804756242
1548,147369.1369144436
1549,130748.65037419122
1550,139829.88853054127
1551,115187.19016727034
1552,149687.22921902366
1553,128522.8699322541
1554,112731.81962916981
1555,174333.34784168506
1556,102455.92890573893
1557,111567.5478853278
1558,103286.18622564939
1559,104201.50561082047
1560,138345.5208254455
1561,111643.7744743352
1562,132916.2505065182
1563,120381.99916265909
1564,152730.58075577125
1565,143641.31884735948
1566,239009.95739910967
1567,79007.81219109714
1568,226078.97607585948
1569,117695.46732110815
1570,142048.25665789688
1571,115213.396439152
1572,143231.96491662302
1573,203925.65941682676
1574,110153.27000837395
1575,223900.48792444926
1576,257209.2953558852
1577,173179.51470572938
1578,148146.7067860066
1579,148889.47661954135
1580,197587.23497031222
1581,165791.64463730942
1582,134935.76544236258
1583,318085.16298764665
1584,227009.44214396924
1585,138357.45004160397
1586,72671.67452125474
1587,114725.75304402586
1588,141282.65006624104
1589,112247.43333072223
1590,132200.25996620316
1591,89492.83065023729
1592,103878.24245532432
1593,132970.00409552056
1594,126103.55337586533
1595,111260.82293765343
1596,212000.97492656528
1597,190971.64526522148
1598,218125.74249527985
1599,180210.32629874998
1600,178659.0322092473
1601,69230.15378005263
1602,112434.54395698811
1603,84632.24661671458
1604,247456.48301572766
1605,244133.98315632684
1606,185454.34257959755
1607,173040.3665057716
1608,224059.2738371085
1609,183984.58925535646
1610,159064.80042718796
1611,134392.823740063
1612,154387.63661286424
1613,165746.86039524447
1614,116598.63276141133
1615,87405.97597060046
1616,75649.61795421652
1617,91821.17996545398
1618,121529.60090772396
1619,141446.56960625036
1620,201408.41158822007
1621,125997.74094107162
1622,140537.86142606608
1623,271561.8120638074
1624,191880.60071307808
1625,123293.14034927018
1626,181033.74169150417
1627,188031.2797339517
1628,271237.32070396544
1629,196611.2883509194
1630,344514.6778174542
1631,230229.71148305
