Id,SalePrice
1461,157358.57028892756
1462,163691.752848767
1463,180758.2066563823
1464,184185.04235190258
1465,164028.61435420637
1466,165783.9852499524
1467,169187.71879014964
1468,145216.99440504925
1469,172147.0389532766
1470,142783.13386272438
1471,182502.71162317297
1472,122660.20944869904
1473,122387.60582157336
1474,159040.50370904003
1475,112010.42019133132
1476,284340.9188558098
1477,219444.95744145705
1478,241733.82409718668
1479,231123.6520602652
1480,521077.20471690444
1481,298485.8338329094
1482,169196.9843566673
1483,154835.72167809083
1484,146288.75221489882
1485,133357.98471672175
1486,170030.8278135089
1487,346666.8907534631
1488,233760.54668077058
1489,168000.58301831398
1490,196810.14302893757
1491,172399.7004189181
1492,124913.33554996297
1493,163277.528633615
1494,271426.134685245
1495,274659.77404319134
1496,192605.51973514238
1497,175105.40346763196
1498,139915.14715133162
1499,139152.63996215703
1500,143092.69612906364
1501,166077.11318965393
1502,129857.25262989712
1503,244772.50972206268
1504,213499.94354474812
1505,207735.21992828185
1506,215953.64409643033
1507,286068.21730228217
1508,215494.26913069762
1509,156356.52750156078
1510,162899.82419710796
1511,150113.23618002297
1512,197274.25036696595
1513,157335.77061673944
1514,160610.4751066224
1515,210617.83626595518
1516,149317.28773147904
1517,145471.2368887205
1518,190731.43886261046
1519,216766.43130057966
1520,136863.5523193896
1521,142247.0768213286
1522,178702.24393905338
1523,129098.57924019356
1524,122078.84855175279
1525,114255.73287259151
1526,121068.03180702952
1527,132694.33324809658
1528,144092.79687282248
1529,148825.22260398412
1530,204029.70641365304
1531,155502.8018526744
1532,98809.19589597179
1533,164528.76536137232
1534,123709.64821212401
1535,146583.6217664531
1536,117429.96332335714
1537,138215.59301153064
1538,138384.1181541606
1539,189106.71805574762
1540,149233.78319503414
1541,161706.37952145637
1542,158099.09472305805
1543,176508.17971230653
1544,105155.36386368086
1545,111783.89556597272
1546,137995.5139401231
1547,139510.97369049196
1548,143168.8941421335
1549,147062.29565559808
1550,160660.65433268383
1551,125326.67148159524
1552,173265.21278583634
1553,138382.75069598467
1554,114558.91259161646
1555,176032.08166136465
1556,105909.6628519446
1557,119956.97082813225
1558,106246.28419745209
1559,119212.0763529815
1560,171796.59637892243
1561,163376.97446623887
1562,122301.29572996042
1563,123647.85164829595
1564,177886.33305926653
1565,158465.2585344118
1566,227126.61891017985
1567,115339.02279601504
1568,231780.34498932777
1569,159831.77085883758
1570,123315.9627998614
1571,113103.81274057698
1572,152747.43480149642
1573,193324.70012806347
1574,158134.94831022774
1575,204666.54578476827
1576,278021.73442076275
1577,161744.57043541485
1578,146924.76119001055
1579,143308.60693084425
1580,171083.68652418486
1581,137708.70353721408
1582,127975.17679331168
1583,308547.7851100521
1584,230786.8820057607
1585,129654.88341229699
1586,84101.14012071404
1587,104761.67840898717
1588,144507.253227935
1589,137649.1986536051
1590,130527.8641999613
1591,100879.53330641078
1592,131690.05584116007
1593,124620.9180964768
1594,142670.80098851724
1595,130148.97956920588
1596,201119.13949334782
1597,208469.33411086688
1598,148538.18742886218
1599,153811.77385391033
1600,157254.38295536023
1601,91948.95750386812
1602,149458.22339111456
1603,103696.22602456398
1604,216878.98358556308
1605,218305.88137136126
1606,174474.41581540753
1607,256039.91170902256
1608,181311.2396936206
1609,151563.08263582163
1610,134210.29877786155
1611,149021.37975874823
1612,177495.63788695424
1613,193487.00290897576
1614,126085.41809377725
1615,105697.42569246147
1616,98510.52839871844
1617,113501.00554767753
1618,118839.49222149847
1619,140826.32645683995
1620,252709.25930159166
1621,148582.54824700204
1622,137407.32805842443
1623,197598.9046472304
1624,221227.79331037213
1625,130470.37789441294
1626,186710.71569847767
1627,180932.59936904433
1628,244751.44597310323
1629,141133.51818312216
1630,319427.7662519703
1631,179597.8235832871
1632,200530.36736106675
1633,138320.49805364324
1634,165660.41380370373
1635,150563.14849180458
1636,142694.31735609742
1637,219579.2607844443
1638,205503.4198966118
1639,195110.50671149712
1640,247582.53970469945
1641,173326.49072177915
1642,191548.41617448968
1643,194638.82693035668
1644,197203.15191940212
1645,218378.70252460896
1646,152810.1390757934
1647,154027.7357468066
1648,146020.28797401077
1649,130676.78734514143
1650,143574.07406162942
1651,140062.30445825472
1652,113785.04191134694
1653,113574.70136973308
1654,158119.16974279803
1655,136101.92185894272
1656,151088.90913016803
1657,158227.9804808977
1658,156116.57433328446
1659,122135.37085483137
1660,155737.75891362035
1661,373452.9918950257
1662,330239.07564128214
1663,323771.315759543
1664,452595.71695504437
1665,263123.26913062733
1666,284910.05540576356
1667,309160.64735382755
1668,275573.8751132352
1669,217721.2803837974
1670,275031.68685554445
1671,242866.89184639067
1672,400536.66848621384
1673,259632.45789311142
1674,244744.0577804168
1675,178852.7507451634
1676,186133.50106075613
1677,178007.32177373327
1678,464012.72576345655
1679,321527.828122157
1680,259389.41973872416
1681,189413.4671479244
1682,252963.81676464228
1683,171915.0712562218
1684,145707.48750300502
1685,145555.89074011755
1686,146180.04624091237
1687,131065.36789002061
1688,166338.24470417754
1689,169977.26132013282
1690,151107.29657188343
1691,144223.819578101
1692,207047.34223786354
1693,128700.90862303313
1694,152280.14385141456
1695,129321.91656303241
1696,269780.0793255558
1697,130015.22633554532
1698,346836.2407352185
1699,297563.2842965626
1700,227941.94893310478
1701,254614.22110639364
1702,259215.74020871977
1703,222873.27447933744
1704,250159.98490056433
1705,187717.55797857634
1706,388310.58469209855
1707,172579.36269568617
1708,189705.92501171812
1709,248070.78336160662
1710,189995.92824447463
1711,220972.92859164343
1712,215555.06049631562
