Id,SalePrice
1461,121846.11343933616
1462,154977.00033645434
1463,182610.48477218475
1464,180887.13924489918
1465,196109.48659666604
1466,179188.2021868605
1467,172265.0545593521
1468,176759.39561877982
1469,179465.9991103688
1470,135614.68853090343
1471,197212.9845807597
1472,102040.70463643743
1473,100088.44452234173
1474,151324.35208455494
1475,109817.77339422086
1476,332940.8161006707
1477,251088.5159003423
1478,290374.3777019144
1479,279736.9098520136
1480,509529.7366321764
1481,331593.69583812566
1482,205475.2608623895
1483,185513.25195736787
1484,156875.48501778016
1485,172117.88563427053
1486,199713.75333158756
1487,327316.7165007502
1488,244857.1747420999
1489,188591.26253833505
1490,192668.36795870808
1491,184622.16313152493
1492,102423.04445919735
1493,174173.758830203
1494,315861.32356996275
1495,324216.6772221371
1496,223464.11743536912
1497,196299.00283319262
1498,155682.1674039863
1499,152381.83502010725
1500,160965.3793100306
1501,173566.055821963
1502,121331.14390765339
1503,278078.15577641246
1504,231858.84839413135
1505,219166.27439601926
1506,221834.96903392157
1507,268039.3553169227
1508,215384.0805281782
1509,170486.7651641959
1510,158889.27276572102
1511,154235.8179639486
1512,181111.1859535958
1513,160374.22437829935
1514,152842.1768302819
1515,188159.98171033178
1516,154557.0991334568
1517,146869.17039117796
1518,128868.52358782012
1519,213914.970401716
1520,140055.2080084652
1521,141655.9284689485
1522,165770.4743566344
1523,122477.97295044876
1524,126424.513592797
1525,129096.87612753775
1526,132913.57459727165
1527,100707.13821707071
1528,128230.55359382341
1529,142906.91055931032
1530,170281.9113350609
1531,138585.5841141024
1532,101588.62344032536
1533,160059.67059136488
1534,116248.19895471472
1535,154164.41516284717
1536,120055.57434830208
1537,93742.19569674673
1538,140952.89717134263
1539,185178.1579508036
1540,118702.527289612
1541,148109.06276438167
1542,146243.7345909675
1543,208796.70182963397
1544,87006.79507617882
1545,112988.21305733432
1546,147411.98944330405
1547,129264.60774722992
1548,126134.95319650613
1549,106084.91170197446
1550,148642.11412020578
1551,120957.18500719909
1552,158710.30031582314
1553,131085.8393786891
1554,94207.54533963728
1555,177364.0330251134
1556,100164.91400050874
1557,148198.610260061
1558,86996.95604031094
1559,149177.69512137648
1560,165481.98430981697
1561,183113.71560047535
1562,123617.96667925146
1563,126076.89679745557
1564,164398.20118790315
1565,152214.9155274583
1566,203245.2121652058
1567,88092.33451315733
1568,225050.38090129857
1569,163084.49081487153
1570,123835.49932126806
1571,111135.29282397314
1572,140004.90535742193
1573,222304.5401261131
1574,145859.0104784543
1575,208386.92725312794
1576,221672.12137241915
1577,181824.84838155835
1578,151945.13922656243
1579,142551.13904992826
